speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Miamin,"Centuries ago, the sage Anom-Irek devised a method of identifying and even curing Estherians who had become corrupted by the evil spirits known as Netherim. We have not been troubled by their ilk ever since.
The attack by the Alchemist, however, and the subsequent sickness, reminded me of descriptions of Netherim possession ... so I came here to seek Anom-Irek's cure.  My hope was to steal into the crypt and return before the Sturmbeorn arrived, but, as you can see, I was too late.",return,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,A1-ESTHERIAN-PASS2,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-ESTHERIAN-PASS2.DAT,"Centuries ago, the sage Anom-Irek devised a method of identifying and even curing Estherians who had become corrupted by the evil spirits known as Netherim. We have not been troubled by their ilk ever since.\n\nThe attack by the Alchemist, however, and the subsequent sickness, reminded me of descriptions of Netherim possession ... so I came here to seek Anom-Irek's cure.  My hope was to steal into the crypt and return before the Sturmbeorn arrived, but, as you can see, I was too late."
,Retrieve the Scroll of Anom-Irek from the Corrupted Crypt in the Path of the Honored Dead.,details,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,,,Retrieve the |cFFD1FF7AScroll of Anom-Irek|u from the |cFFD1FF7ACorrupted Crypt|u in the |cFFD1FF7APath of the Honored Dead|u.
,Return the Scroll of Anom-Irek to Miamin in the Path of the Honored Dead.,details_complete,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,,,Return the |cFFD1FF7AScroll of Anom-Irek|u to |cFFD1FF7AMiamin|u in the |cFFD1FF7APath of the Honored Dead|u.
,"- Retrieve the Scroll of Anom-Irek from the Corrupted Crypt, in the Path of the Honored Dead",huddetails,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,,,"- Retrieve the |cFFD1FF7AScroll of Anom-Irek|u from the |cFFD1FF7ACorrupted Crypt|u, in the |cFFD1FF7APath of the Honored Dead|u"
,- Return to Miamin in the Path of the Honored Dead,huddetails_complete,The Scroll of Anom-Irek,pricelessartifacts,QUESTS/A1-SIDEQUESTS/PRICELESSARTIFACTS.DAT,,,- Return to |cFFD1FF7AMiamin|u in the |cFFD1FF7APath of the Honored Dead|u
Captured Estherian,"I do not know that I will make it out of this cave … but, please:  Save everyone else that you can!",complete,,a1-event-capturedesth3,QUESTS/A1-SIDEQUESTS/A1-EVENT-CAPTUREDESTH3.DAT,A1-CAPTUREDESTHERIAN3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDESTHERIAN3.DAT,"I do not know that I will make it out of this cave … but, please:  Save everyone else that you can!"
,"Convince the Estherian Spirits to let you into the Bone Gallery, and retrieve the Rosamortis.",details,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,,,"Convince the Estherian Spirits to let you into the |cFFD1FF7ABone Gallery|u, and retrieve the |cFFD1FF7ARosamortis|u."
,"Bring the Rosamortis to Selrenki, in Skull Hollow in the Temple Steppes.",details_complete,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,,,"Bring the |cFFD1FF7ARosamortis|u to |cFFD1FF7ASelrenki|u, in |cFFD1FF7ASkull Hollow|u in the |cFFD1FF7ATemple Steppes|u."
Shady Character,"You found it?  Fantastic!  Here, let me just pay you for your trouble, and I'll be on my way ...",complete,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,A1-TRAPPER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TRAPPER.DAT,"You found it?  Fantastic!  Here, let me just pay you for your trouble, and I'll be on my way ..."
Shady Character,"The Rosamortis is apparently a handy little thingamajig that can save the life of someone who's been mortally wounded.  Obviously, this sort of thing would be very valuable to someone whose homeland were being invaded by, for example, bear-people ... But, as much as the Rosamortis is worth, it doesn't do me any good if I can't get inside the Sepulcher of Sorrows to retrieve it!
The Vanquishers' commander told me about this thing, like I could just stroll out here and pick it up.  But she didn't tell me the gate was locked with chains only a ghost can open!  And, of course, while I wasted precious time trying to find another way in, the Sturmbeorn showed up and cut off my way out.",return,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,A1-TRAPPER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TRAPPER.DAT,"The Rosamortis is apparently a handy little thingamajig that can save the life of someone who's been mortally wounded.  Obviously, this sort of thing would be very valuable to someone whose homeland were being invaded by, for example, bear-people ... But, as much as the Rosamortis is worth, it doesn't do me any good if I can't get inside the Sepulcher of Sorrows to retrieve it!\n\nThe Vanquishers' commander told me about this thing, like I could just stroll out here and pick it up.  But she didn't tell me the gate was locked with chains only a ghost can open!  And, of course, while I wasted precious time trying to find another way in, the Sturmbeorn showed up and cut off my way out."
Shady Character,"I got a proposition for you ... a little ""I scratch my back, you scratch yours"" kind of thing.  See this crypt over here?  It's called the Bone Gallery, and there's a little thing in there called the Rosamortis ... which, while pretty valuable, is also guarded by the biggest undead monstrosity I've ever seen!
You'll have to convince the Estherian spirits to unlock the Ghost Chains and give you access, then get the Rosamortis away from that monster ... but I promise to make it worth your while!",intro,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,A1-TRAPPER,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-TRAPPER.DAT,"I got a proposition for you ... a little ""I scratch my back, you scratch yours"" kind of thing.  See this crypt over here?  It's called the |cFFD1FF7ABone Gallery|u, and there's a little thing in there called the |cFFD1FF7ARosamortis|u ... which, while pretty valuable, is also guarded by the biggest undead monstrosity I've ever seen!\n\nYou'll have to convince the Estherian spirits to unlock the |cFFD1FF7AGhost Chains|u and give you access, then get the Rosamortis away from that monster ... but I promise to make it worth your while!\n"
,"- Rouse the Estherian Spirits, and enter the Bone Gallery in the Temple Steppes.  Retrieve the Rosamortis",huddetails,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,,,"- Rouse the Estherian Spirits, and enter the |cFFD1FF7ABone Gallery|u in the |cFFD1FF7ATemple Steppes|u.  Retrieve the |cFFD1FF7ARosamortis|u"
,"- Bring the Rosamortis back to Selrenki in Skull Hollow, in the Temple Steppes",huddetails_complete,Bring Out Your Dead,a1-BringOutYourDead,QUESTS/A1-SIDEQUESTS/A1-BRINGOUTYOURDEAD.DAT,,,"- Bring the |cFFD1FF7ARosamortis|u back to |cFFD1FF7ASelrenki|u in |cFFD1FF7ASkull Hollow|u, in the |cFFD1FF7ATemple Steppes|u"
,Enter Tarroch's Rift in the Ossean Wastes and recharge the Spent Ember.,details,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,,,Enter |cFFD1FF7ATarroch's Rift|u in the |cFFD1FF7AOssean Wastes|u and recharge the |cFFD1FF7ASpent Ember|u.
,Return to Nerasis in the Ossean Wastes and report your results.,details_complete,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,,,Return to |cFFFFBA00Nerasis|u in the |cFFFFBA00Ossean Wastes|u and report your results.
Nerasis,"Well, it sounds as though my process works ... but it doesn't sound like the risk is worth the reward.  Still, if my surveys are accurate, I should be able to find another mana rift somewhere else, and with any luck it won't be as full of otherworldly monsters as that one was!
Thank you for all you have done on my behalf.  And please, take the Ember you recharged, as payment for your efforts!",complete,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"Well, it sounds as though my process works ... but it doesn't sound like the risk is worth the reward.  Still, if my surveys are accurate, I should be able to find another mana rift somewhere else, and with any luck it won't be as full of otherworldly monsters as that one was!\n\nThank you for all you have done on my behalf.  And please, take the Ember you recharged, as payment for your efforts!"
Nerasis,"I'm certain that mana vents can be used to recharge burned-out Ember, which will greatly ease the Empire's energy burden.  But not just any mana vent will do; it has to be one with a direct link to a powerful source of mana.  Tarroch's Rift is the most powerful I've found, bar none.  I'm actually a little concerned that it will destroy the Spent Ember, instead of recharging it.  But we won't know until you get it down there and expose it to the rift.",return,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"I'm certain that mana vents can be used to recharge burned-out Ember, which will greatly ease the Empire's energy burden.  But not just any mana vent will do; it has to be one with a direct link to a powerful source of mana.  Tarroch's Rift is the most powerful I've found, bar none.  I'm actually a little concerned that it will destroy the Spent Ember, instead of recharging it.  But we won't know until you get it down there and expose it to the rift."
Nerasis,"Hello there!  I wonder if you have a moment to help me out?  My name is Nerasis; I'm an Ember surveyor for the Empire.  I've been working on a theory that used Ember can be recharged, with exposure to a suitably large source of mana.  My research led me to Tarroch's Rift, where the mana output ratio is ... well, it's very high.
The problem is that there are quite a few horrible monsters between me and the mana source.  I would be willing to pay you to take this burned-out Spent Ember into Tarroch's Rift and attempt to charge it, then bring it back here so I can see if my theory is correct.",intro,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"Hello there!  I wonder if you have a moment to help me out?  My name is |cFFD1FF7ANerasis|u; I'm an Ember surveyor for the Empire.  I've been working on a theory that used Ember can be recharged, with exposure to a suitably large source of mana.  My research led me to |cFFD1FF7ATarroch's Rift|u, where the mana output ratio is ... well, it's very high.\n\nThe problem is that there are quite a few horrible monsters between me and the mana source.  I would be willing to pay you to take this burned-out |cFFD1FF7ASpent Ember|u into |cFFD1FF7ATarroch's Rift|u and attempt to charge it, then bring it back here so I can see if my theory is correct."
,- Enter Tarroch's Rift in the Ossean Wastes and recharge the Spent Ember,huddetails,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,,,- Enter |cFFD1FF7ATarroch's Rift|u in the |cFFD1FF7AOssean Wastes|u and recharge the |cFFD1FF7ASpent Ember|u
,- Return to Nerasis in the Ossean Wastes,huddetails_complete,One Man's Trash,a2-mana-vent,QUESTS/A1-SIDEQUESTS/A2-MANA-VENT.DAT,,,- Return to |cFFD1FF7ANerasis|u in the |cFFD1FF7AOssean Wastes|u
,Locate the Sturmbeorn Necromancer in the Path of the Honored Dead and obtain his Implements of Enchantment.,details,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,,,Locate the |cFFD1FF7ASturmbeorn Necromancer|u in the |cFFD1FF7APath of the Honored Dead|u and obtain his |cFFD1FF7AImplements of Enchantment|u.
,Return to the Enchanter in the Estherian Enclave for your reward.,details_complete,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,,,Return to the |cFFD1FF7AEnchanter|u in the |cFFD1FF7AEstherian Enclave|u for your reward.
Baldrick the Enchanter,"Ah, you have them!  Excellent!  I trust the bear-mage didn't haggle too fiercely ...? 
Wait.  Is that blood on these tools?  Oh.  Well, perhaps it's best I don't ask. 
Now, then:  I believe I promised you a free enchantment, as reward ...?",complete,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,ENCHANTER_STEPPES,MEDIA/UNITS/MONSTERS/MERCHANT/ENCHANTER_STEPPES.DAT,"Ah, you have them!  Excellent!  I trust the bear-mage didn't haggle too fiercely ...? \n\nWait.  Is that blood on these tools?  Oh.  Well, perhaps it's best I don't ask. \n\nNow, then:  I believe I promised you a free enchantment, as reward ...?"
Baldrick the Enchanter,"Well, well!  Back so soon?  Oh, you don't have the tools yet ... 
Well, come back when you do!",return,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,ENCHANTER_STEPPES,MEDIA/UNITS/MONSTERS/MERCHANT/ENCHANTER_STEPPES.DAT,"Well, well!  Back so soon?  Oh, you don't have the tools yet ... \n\nWell, come back when you do!"
,"Welcome!  Welcome, my friend.  I have numerous enchantments available ... weapons, armor, trinkets, and the like.  Or, rather, I would, if I hadn't lost my enchantment kit!
Maybe you can help me.  I've heard there's a Beornen shaman or something out in the Path of the Honored Dead, who has the kind of enchanting tools I need.  If you could locate this bear-mage and acquire those tools, I would happily give you your first enchantment, free of charge!",intro,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,,,"Welcome!  Welcome, my friend.  I have numerous enchantments available ... weapons, armor, trinkets, and the like.  Or, rather, I would, if I hadn't lost my enchantment kit!\n\nMaybe you can help me.  I've heard there's a Beornen shaman or something out in the |cFFD1FF7APath of the Honored Dead|u, who has the kind of enchanting tools I need.  If you could locate this bear-mage and acquire those tools, I would happily give you your first enchantment, free of charge!"
,- Search Path of the Honored Dead for Sturmbeorn Necromancer,huddetails,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,,,- Search |cFFD1FF7APath of the Honored Dead|u for |cFFD1FF7ASturmbeorn Necromancer|u
,- Bring Implements of Enchantment to Enchanter in Estherian Enclave,huddetails_complete,*Hidden Costs,a1-enchanter_unlock,QUESTS/A1-SIDEQUESTS/A1-ENCHANTER_UNLOCK.DAT,,,- Bring |cFFD1FF7AImplements of Enchantment|u to |cFFD1FF7AEnchanter|u in |cFFD1FF7AEstherian Enclave|u
Captured Estherian,You have saved us!  I had given up all hope that someone would come!,complete,,a1-event-capturedesth4,QUESTS/A1-SIDEQUESTS/A1-EVENT-CAPTUREDESTH4.DAT,A1-CAPTUREDESTHERIAN4,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-CAPTUREDESTHERIAN4.DAT,You have saved us!  I had given up all hope that someone would come!
,"Search the cliffside in the Frosted Hills for the Crest of Pools, the Crest of Rivers, and the Crest of Tides.",details,The Zeraphi Envoy,a1_zeraphi_envoy,QUESTS/A1-SIDEQUESTS/A1_ZERAPHI_ENVOY.DAT,,,"Search the cliffside in the |cFFD1FF7AFrosted Hills|u for the |cFFD1FF7ACrest of Pools|u, the |cFFD1FF7ACrest of Rivers|u, and the |cFFD1FF7ACrest of Tides|u."
,Return to Ambassador Taldimut in the Frosted Hills.,details_complete,The Zeraphi Envoy,a1_zeraphi_envoy,QUESTS/A1-SIDEQUESTS/A1_ZERAPHI_ENVOY.DAT,,,Return to |cFFD1FF7AAmbassador Taldimut|u in the |cFFD1FF7AFrosted Hills|u.
Lord Taldimut,"Yes, those are the three crests.  Now, allow me a moment to fit them together ... I see ... yes ... yes!  The Estherians hid  the Golden Gear in a small cave, not so far from here!",complete,The Zeraphi Envoy,a1_zeraphi_envoy,QUESTS/A1-SIDEQUESTS/A1_ZERAPHI_ENVOY.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"Yes, those are the three crests.  Now, allow me a moment to fit them together ... I see ... yes ... yes!  The Estherians hid  the Golden Gear in a small cave, not so far from here!"
Lord Taldimut,"The Sultan of Zeryphesh sent us here to beg the Estherians' leave to recover the Golden Gear ... an ancient artifact, required to unlock the Celestial Armory, in the Ossean Wastes.  The Estherians captured it from us in our war with them, long ago, but Grand Regent Eldrayn was willing to return it to us, so that we might arm ourselves against the Ezrohir assault.
The exact location of the Golden Gear is long forgotten, but the Estherians created a map from the three crests I spoke of.  If you can find those, I can interpret the map and find the Gear!",return,The Zeraphi Envoy,a1_zeraphi_envoy,QUESTS/A1-SIDEQUESTS/A1_ZERAPHI_ENVOY.DAT,A1-AMBASSADOR_TALDIMUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-AMBASSADOR_TALDIMUT.DAT,"The Sultan of Zeryphesh sent us here to beg the Estherians' leave to recover the Golden Gear ... an ancient artifact, required to unlock the Celestial Armory, in the Ossean Wastes.  The Estherians captured it from us in our war with them, long ago, but Grand Regent Eldrayn was willing to return it to us, so that we might arm ourselves against the Ezrohir assault.\n\nThe exact location of the Golden Gear is long forgotten, but the Estherians created a map from the three crests I spoke of.  If you can find those, I can interpret the map and find the Gear!"
