and000im_gft_amulet             Tevinter Chantry Amulet
qun211cr_braggart_ally_f2       Patron
qun211cr_braggart_ally_f3       Patron
qun211cr_braggart_ally_f4       Patron
qun211cr_braggart_ally_m        Patron
qun211cr_braggart_ally_m2       Patron
qun211cr_braggart_ally_m3       Patron
qun211cr_braggart_ally_m4       Patron
qun211cr_crazy_woman            Crazed Woman
qun211cr_elf_warrior            Elven Fanatic
qun211cr_final1                 Mercenary Archer
qun211cr_final2                 Mercenary Archer
qun211cr_henchman               Mercenary
qun211cr_henchman2              Mercenary
qun211cr_merc_loot              Mercenary
qun211ip_area_exit              Leave Area
qun211ip_barrel                 Gas Barrel
qun211ip_barrel_latch           Steel Latch
qun211it_barrel_latch           Steel Latch
qun220cr_javaris                Javaris
qun220ip_at_chantry_n           The Chantry
qun221ar_chantry_nt             The Chantry
qun221cr_cleric                 Sister Emeline
qun221cr_mob_leader             Mob Leader
qun221cr_petrice                Mother Petrice
qun221cr_petrice_mob            Righteous Mob
qun221cr_petrice_mob2           Righteous Mob
qun221cr_petrice_mob3           Righteous Mob
qun221cr_petrice_mob4           Righteous Mob
qun221cr_qunari_assassin        Ashaad
qun221cr_qunari_guard           Qunari
qun221cr_saemus                 Saemus
qun221ip_at_cht_htown_nt        Hightown
qun230ar_cavern                 Smuggler's Cut
qun230cr_carta_thug             Carta Thug
qun230cr_guild_contact          Coterie Barker
qun230ip_to_darktown            Darktown
qun230ip_to_smugglers_cut       Smuggler's Cut
qun230ip_to_wilderness          Wilderness
qun231ar_varnell_hideout        Ser Varnell's Refuge
qun231cr_envoy                  Qunari Delegate
qun231cr_hideout_qunari         Qunari
qun231cr_qunari1                Qunari Delegate
qun231cr_qunari2                Qunari Delegate
qun231cr_qunari3                Qunari Delegate
qun231cr_varnell                Ser Varnell
qun231cr_varnell_minion1        Fanatic
qun231cr_varnell_minion2        Fanatic
qun231cr_varnell_minion3        Fanatic
qun231cr_varnell_minion4        Fanatic
qun231cr_varnell_minion5        Fanatic
qun231cr_varnell_minion6        Fanatic
qun231cr_varnell_minion7        Fanatic
qun231cr_varnell_minion8        Fanatic
qun231cr_viscount_guard1        Guard
qun231cr_viscount_guard2        Guard
qun231cr_viscount_guard3        Guard
qun231cr_viscount_guard4        Guard
qun231ip_chest_a                Chest
rdr110cr_dockworker             Longshoreman
rdr110cr_dockworker2            Longshoreman
rdr110cr_guard_sleeping         Guard
rdr110cr_guard_warehouse        Guard
rdr110cr_guard_warehouse2       Guard
rdr111ar_warehouse              Woodrow's Warehouse
rdr111cr_assistant              Aden
rdr111cr_harbormaster           Harbormaster Liam
rdr111cr_martin                 Martin
rdr111ip_at_docks               Docks
rdr111ip_at_warehouse           Woodrow's Warehouse
rdr111ip_crate_cargo            Crate
rdr111ip_desk                   Harbormaster's Desk
rdr111ip_martin_door            Door
rdr111it_martin_cargo           Sample of Martin's Cargo
rdrip_store                     Martin's Contraband
seb000im_gft_bow                Starkhaven Longbow
seb201cr_allure                 Allure
seb201cr_lady_harimann          Lady Harimann
seb220ip_to_harimann_estate     Harimann Estate
seb221ar_harimann_estate        Harimann Estate
seb221at_to_ruin                Underground Passage
seb221cr_brett_harimann         Brett Harimann
seb221cr_flora_harimann         Flora Harimann
seb221cr_ruxton_harimann        Ruxton Harimann
seb221ip_at_hightown            Hightown
seb222ar_ruin                   Underground Passage
seb222at_to_estate              Harimann Estate
seb320ip_at_keep                Viscount's Keep
seb321ar_keep_nt                Viscount's Keep
seb321cr_leliana                Leliana
seb321ip_at_hightown            Hightown
sebcr_merch_warrior             Flint Company Mercenary
sebcr_merc_archer               Flint Company Mercenary
sebcr_merc_archer_f             Flint Company Mercenary
sebcr_merc_warrior_f            Flint Company Mercenary
ser110ip_to_foundry             Dark Foundry
ser111ar_foundry                Dark Foundry
ser111ip_bone_sack              Sack of Bones
ser111ip_to_lowtown             Lowtown
ser111it_ninette_ring           Ninette's Ring
ser120cr_ghyslain               Ghyslain de Carrac
ser120cr_market_guard           City Guardsman
ser120cr_market_guard_talk      City Guardsman
ser120cr_shade_cut              Shade
ser120cr_shade_cut2             Shade
ser120cr_shade_cut3             Shade
ser120ip_poster                 Help Wanted
ser121cr_jethann                Jethann
ser130ar_emeric_encounter       Darktown: Emeric's Investigation
ser131ip_to_darktown            Meeting Place
ser131ip_to_darktown_2          Darktown
ser191cr_emeric                 Emeric
ser210cr_witness                Urchin
ser210ip_blood_trail            Trail of Blood
ser210ip_to_dungeon             Hidden Trapdoor
ser211ar_dungeon                The Killer's Lair
ser211ar_foundry                Dark Foundry
ser211cr_demon_alessa           Possession of Alessa
ser211cr_demon_leandra          Possession of Leandra
ser211cr_demon_mharen           Possession of Mharen
ser211cr_demon_ninette          Possession of Ninette
ser211cr_mother                 Mother
ser211ip_blood_trail_2          Trail of Blood
ser211ip_book                   Book
ser211ip_dead_alessa            Dead Body
ser211ip_leave                  Leave Area
ser211ip_mothers_ring           Locket
ser211ip_note_circle            Note
ser211ip_note_scribbles1        Note
ser211ip_note_scribbles2        Note
ser211ip_note_scribbles_3       Note
ser211ip_note_scribbles_4       Note
ser211ip_to_foundry             Foundry
ser211ip_to_foundry2            Foundry
ser211ip_to_gamlens             Gamlen's House
ser211ip_to_lowtown             Lowtown
ser220ip_to_estate              DuPuis Estate
ser221ar_murderer_estate_nt     DuPuis Estate
ser221cr_gascard                Gascard DuPuis
ser221cr_hostage                Alessa
ser221cr_last_corpse            Corpse
ser221ip_blood_vials            Vials of Blood
ser221ip_chest_1                Chest
ser221ip_chest_2                Chest
ser221ip_chest_clothes          Chest of Clothes
ser221ip_door_chase1            Door
ser221ip_door_west              North Wing
ser221ip_note_meredith          Note
ser221ip_note_shipment          Note
ser221ip_note_starkhaven        Note
ser221ip_to_hightown            Hightown
ser270cr_emeric                 Emeric
ser270cr_templar                Moira
ser270_alley                    Blind Alley
ser311cr_quentin                Quentin
sib100im_giftbet_portrait       Portrait of Your Mother
sib100im_giftcar_letters        Father's Letters
sib100im_tobriusdocs            Tobrius's Documents
sib110_carver_tobrius           Tobrius
sib130ip_at_family_estate       Amell Estate Cellar
sib131ar_exit_estate            Darktown
sib131ar_exit_estate2           Hightown
sib131ar_family_estate          Amell Estate Cellar
sib131cr_slaver                 Slave Guard
sib131cr_slaver_b               Slaver Assassin
sib131cr_slaver_lord            Master Slaver
sib131cr_slave_a                Slave
sib131cr_slave_b                Slave
sib131cr_slave_c                Slave
sib131im_key_to_cellar          Amell Estate's Cellar Key
sib131im_key_vault              Vault Key
sib131im_will                   Grandfather Amell's Will and Testament
sib131ip_chest_will             Chest
sib131ip_door_vault             Vault Door
tbe100ar_emporium               The Black Emporium
tbe100cr_golem                  Emporium Golem
tbe100cr_urchin                 Urchin Child
tbe100ip_free_weapons           Discarded Weapons and Armor
tbe100ip_mirror_transformat     Stare into the Mirror of Transformation
tbe100ip_shop_codex             The Basket of Lost Socks
tbe100ip_shop_codex_10          The Box of Screaming
tbe100ip_shop_codex_11          Velvet Cailan
tbe100ip_shop_codex_12          Vessel of Tears
tbe100ip_shop_codex_2           The Emergent Compendium
tbe100ip_shop_codex_4           Crate of Live Death Watch Beetles
tbe100ip_shop_codex_5           Broken Dowsing Rods
tbe100ip_shop_codex_7           Andraste in Nude Repose
tbe100ip_shop_codex_8           Chest of Unanswered Invitations
tbe100ip_shop_codex_9           Pickled Apples of Arlathan
tbe100ip_store_crafted_good     Emporium's Crafting Materials
tbe100ip_store_magic_good       Emporium's Relics and Antiques
tbe100ip_to_world_map           Leave Area
tbe100ip_xenon                  Xenon the Antiquarian
vis100ip_bounty_poster          Bounty - Rescue the Viscount's Son
vis110_commoner1                Lowtown Peasant
vis110_commoner2                Lowtown Peasant
vis110_commoner3                Lowtown Peasant
vis120_commoner1                Hightown Citizen
vis120_commoner2                Hightown Citizen
vis120_commoner3                Hightown Citizen
vis121cr_saemus                 Saemus Dumar
vis160cr_ginnis                 Ginnis
vis160cr_winter_archer          Winter Archer
vis160cr_winter_rogue           Winter Assassin
vis160cr_winter_warrior         Winter Warrior
vrc200im_ring_gift              Signet Ring
vrc220ip_at_mansion             Bartrand's Estate
vrc221ar_mansion_fake           Bartrand's Estate
vrc221ar_mansion_real           Bartrand's Estate
vrc221cr_bartrand               Bartrand
vrc221cr_bartrand_fake          Bartrand
vrc221cr_crazed_archer          Crazed Guard
vrc221cr_crazed_commander       Crazed Commander
vrc221cr_crazed_warrior         Crazed Guard
vrc221cr_fake_commander         Guard
vrc221cr_guards_fake            Guard
vrc221cr_guard_fake             Guard
vrc221cr_hugin                  Hugin
vrc221im_fake_bianca            Bianca
vrc221ip_at_hightown            Hightown
vrc320ip_at_mansion             Bartrand's Estate
vrc321ar_mansion_haunted        Bartrand's Estate
vrc321cr_golem                  Ethereal Golem
vrc321cr_golem_guard            Apparition
vrc321cr_housekeeper            Housekeeper
vrc321ip_at_hightown            Hightown
vrc321ip_haunted_door           Door
vrc321ip_ledger                 Ledger
zz_amb_beggar                   Beggar
zz_area_signage1                Qunari Compound
zz_area_signage10               Isabela's Foundry
zz_area_signage11               Serial Killer Foundry
zz_area_signage12               The Hanged Man
zz_area_signage13               Hightown Market
zz_area_signage14               Brothel (only open at night)
zz_area_signage15               The Keep
zz_area_signage16               Dwarf Guild
zz_area_signage17               Hightown Store (Hunter and Hunted)
zz_area_signage2                Lowtown Bazaar
zz_area_signage3                Gamlen's House
zz_area_signage4                Abandoned Warehouse (Wayward Son)
zz_area_signage5                Warehouse (Merchant's Plot)
zz_area_signage6                Warehouse (Smuggler's Plot)
zz_area_signage7                Darktown
zz_area_signage8                Elven Alienage
zz_area_signage9                Merrill's Shack
zz_area_signage_18              Warehouse (Hunter and Hunted)
zz_area_signage_19              The Gallows is Closed at Night
zz_area_signage_20              Anders's Base
zz_combat_demo                  Gallows Courtyard
zz_combat_demo_start            Start Combat
zz_crowd_1                      Crowd Male 1
zz_crowd_2                      Crowd Male 2
zz_dae000ip_letter_desk         Letters for the Player
zz_facefx_test                  zz_facefx_test
zz_gen_im_trs_krk_low_sword     Rusty Longsword
zz_ip_at_to_encounter           DELETE ME
zz_mer120ip_at_bone_pit         The Bone Pit
zz_mrl150ip_fence               Debug Fence
zz_mrl150ip_stage               Debug Fence
zz_mrl150ip_torchmarker         Debug Torch Marker
zz_qa_open                      Open Bug
zz_qa_resolved                  Resolved Bug
zz_spy121cr_cordy               Cordelia
zz_spy121cr_jalen               Lieutenant Jalen
zz_spy130cr_bookerthug          Darktown Thug
zz_spy130cr_darktown_res_1      Darktown Resident
zz_spy130cr_darktown_res_2      Darktown Resident
zz_spy130cr_darktown_res_3      Darktown Resident
zz_spy130cr_morton              Mad Marta
zz_spy131cr_booker_thug2        Street Thug
zz_spy132cr_booker              Booker
